Rank,Athlete,Year,Team,Time,Distance,Points,Meet,Meet Date,Wind,Event,Conference,Gender,Event_ID
19,"Alderfer, Hannah",SO-2,Susquehanna,,5.43m,,WCU Bill Butler Invitational,15-Apr-23,0,Long Jump,AARTFC,Women,32
20,"Barrett, Ashleigh",FR-1,Rochester,,5.39m,,Geneseo Early Season Invitational,2-Apr-23,2.7,Long Jump,AARTFC,Women,32
1,"Allen, Shevaughn",JR-3,Buffalo State,,15.66m,,Bison Outdoor Classic,14-Apr-23,-0.8,Triple Jump,AARTFC,Men,33
2,"Goodman, Cole",SO-2,Rochester,,15.14m,,Brockport Multi & Invitational,14-Apr-23,1.4,Triple Jump,AARTFC,Men,33
3,"Sassine, Jean-Andre",SR-4,Cortland St.,,14.42m,,Cortland Upstate Alternative,15-Apr-23,1,Triple Jump,AARTFC,Men,33
4,"Hughes, Amarian",JR-3,Cortland St.,,14.40m,,Cortland Upstate Alternative,15-Apr-23,0.3,Triple Jump,AARTFC,Men,33
5,"Lopez-Testillano, Ivan",SR-4,St. John Fisher,,14.30m,,Brockport Multi & Invitational,14-Apr-23,-0.5,Triple Jump,AARTFC,Men,33
6,"Mahoney, Jack",JR-3,York (Pa.),,14.01m,,York College Twilight Meet,5-Apr-23,3.4,Triple Jump,AARTFC,Men,33
7,"Thomas, Jabez",FR-1,Montclair State,,13.90m,,2023 Danny Curran Invitational,30-Mar-23,1.1,Triple Jump,AARTFC,Men,33
8,"Austin, Devin",FR-1,Buffalo State,,13.75m,,Bison Outdoor Classic,14-Apr-23,-1.4,Triple Jump,AARTFC,Men,33
9,"Panny, John",SR-4,Muhlenberg,,13.74m,,Muhlenberg Outdoor Invitational,1-Apr-23,-0.7,Triple Jump,AARTFC,Men,33
10,"Lorenzetti, Sam",SO-2,Rochester,,13.71m,,RIT Invitational,8-Apr-23,-2,Triple Jump,AARTFC,Men,33
11,"Green, Trevone",JR-3,Stockton,,13.67m,,Osprey Open and Multi,7-Apr-23,0,Triple Jump,AARTFC,Men,33
12,"Polk, Jarrod",SO-2,Buffalo State,,13.66m,,Bison Outdoor Classic,14-Apr-23,0,Triple Jump,AARTFC,Men,33
13,"Irving, Alex",JR-3,Brockport St.,,13.64m,,RIT Invitational,8-Apr-23,-1.1,Triple Jump,AARTFC,Men,33
14,"Onuoha, Toby",SR-4,Fredonia,,13.60m,,RIT Invitational,8-Apr-23,-0.3,Triple Jump,AARTFC,Men,33
15,"Blackwell, Luke",SO-2,Carnegie Mellon,,13.57m,,Washington & Lee Carnival,17-Mar-23,0,Triple Jump,AARTFC,Men,33
16,"Cosgrove, Aaron",JR-3,York (Pa.),,13.55m,,York College Twilight Meet,5-Apr-23,0.7,Triple Jump,AARTFC,Men,33
17,"Amilcar, Rendys",JR-3,Rutgers-Newark,,13.53m,,2023 TCNJ Invitational,8-Apr-23,1.6,Triple Jump,AARTFC,Men,33
1,"Kadiri, Victoria",SO-2,Johns Hopkins,,12.82m,,Bison Outdoor Classic,14-Apr-23,0,Triple Jump,AARTFC,Women,34
2,"Jacques, Katelyn",SO-2,SUNY Geneseo,,11.90m,,Brockport Multi & Invitational,14-Apr-23,2.5,Triple Jump,AARTFC,Women,34
3,"Acord, Remi",SO-2,Susquehanna,,11.83m,,2023 Susquehanna Easter Invite,8-Apr-23,0.1,Triple Jump,AARTFC,Women,34
4,"Dennis, Jahmilia",FR-1,Vassar,,11.60m,,27th Annual Monmouth University Track & Field Season Opener,24-Mar-23,2.7,Triple Jump,AARTFC,Women,34
5,"Alvira, Ally",SO-2,SUNY Geneseo,,11.52m,,Brockport Multi & Invitational,14-Apr-23,2.1,Triple Jump,AARTFC,Women,34
6,"Paul, Samantha",SO-2,Springfield,,11.30m,,SILFEN INVITATIONAL 2023,14-Apr-23,0.1,Triple Jump,AARTFC,Women,34
7,"Hoogs, Alyssa",SR-4,Rochester,,11.24m,,Geneseo Early Season Invitational,2-Apr-23,4.8,Triple Jump,AARTFC,Women,34
8,"Montgomery, Mia",SR-4,Brockport St.,,11.22m,,Brockport Multi & Invitational,14-Apr-23,0,Triple Jump,AARTFC,Women,34
8,"Gross, Matlyn",SR-4,Springfield,,11.22m,,Springfield College Classic,8-Apr-23,1.2,Triple Jump,AARTFC,Women,34
10,"Jackson, Dasha",FR-1,NYU,,10.97m,,Mets Outdoor Track & Field Championships,8-Apr-23,0.9,Triple Jump,AARTFC,Women,34
10,"Kiehl, Lena",SO-2,SUNY Geneseo,,10.97m,,Brockport Multi & Invitational,14-Apr-23,2,Triple Jump,AARTFC,Women,34
12,"Meade, Laura",SR-4,Utica,,10.96m,,Jerry Gravel Classic,15-Apr-23,0.3,Triple Jump,AARTFC,Women,34
13,"Acevedo, Julia",JR-3,Susquehanna,,10.94m,,WCU Bill Butler Invitational,15-Apr-23,-0.1,Triple Jump,AARTFC,Women,34
14,"Williams, Kristen",JR-3,Stevens,,10.89m,,2023 Danny Curran Invitational,30-Mar-23,0.4,Triple Jump,AARTFC,Women,34
15,"Bartlett, Sara",SO-2,Johns Hopkins,,10.87m,,George Mason Ebanks Invitational,7-Apr-23,0.9,Triple Jump,AARTFC,Women,34
15,"Morrison, Ashanae",SO-2,Stockton,,10.87m,,Osprey Open and Multi,7-Apr-23,1.5,Triple Jump,AARTFC,Women,34
17,"Maher, Caitlin",FR-1,Cortland St.,,10.86m,,Cortland Upstate Alternative,15-Apr-23,2.9,Triple Jump,AARTFC,Women,34
18,"Kwafo, Heather",JR-3,Vassar,,10.84m,,27th Annual Monmouth University Track & Field Season Opener,24-Mar-23,1.6,Triple Jump,AARTFC,Women,34
19,"Ragule, Hannah",JR-3,Nazareth,,10.83m,,RIT Invitational,8-Apr-23,0.2,Triple Jump,AARTFC,Women,34
20,"Lowe, Alexa",FR-1,Carnegie Mellon,,10.82m,,Washington & Lee Carnival,17-Mar-23,1,Triple Jump,AARTFC,Women,34
21,"McCarthy, Areyanna",FR-1,NYU,,10.80m,,Mets Outdoor Track & Field Championships,8-Apr-23,-0.1,Triple Jump,AARTFC,Women,34
1,"Littlefield, Alden",SR-4,Widener,,16.38m,,WCU Golden Ram Invitational,8-Apr-23,,Shot Put,AARTFC,Men,35
2,"O'Malley, Bailey",SR-4,Carnegie Mellon,,16.23m,,Carnegie Mellon Last Chance Meet,13-Apr-23,,Shot Put,AARTFC,Men,35
3,"Logan, Hunter",JR-3,Utica,,16.10m,,Hamilton College Mid-week Invitational,18-Apr-23,,Shot Put,AARTFC,Men,35
4,"Gustafson, Nick",JR-3,Grove City,,15.99m,,Grove City College Mini Invita,5-Apr-23,,Shot Put,AARTFC,Men,35
5,"Williams, Nathan",JR-3,Stevenson,,15.96m,,York College Twilight Meet,5-Apr-23,,Shot Put,AARTFC,Men,35
6,"Funicelli, Matthew",SR-4,RIT,,15.59m,,RIT Invitational,8-Apr-23,,Shot Put,AARTFC,Men,35
7,"Griffith, John",JR-3,Montclair State,,15.55m,,2023 Danny Curran Invitational,30-Mar-23,,Shot Put,AARTFC,Men,35
8,"Rood, Alex",SO-2,Brockport St.,,15.30m,,Geneseo Early Season Invitational,2-Apr-23,,Shot Put,AARTFC,Men,35
9,"Showstead, Justin",SR-4,Ithaca,,15.28m,,Cortland Red Dragon Open,8-Apr-23,,Shot Put,AARTFC,Men,35
10,"Mott, Andrew",JR-3,York (Pa.),,15.25m,,Blue & Gold Goucher Classic,24-Mar-23,,Shot Put,AARTFC,Men,35
11,"Kristeller, Alex",SO-2,Widener,,15.17m,,2023 Danny Curran Invitational,30-Mar-23,,Shot Put,AARTFC,Men,35
12,"Lenhart, Ryan",SO-2,Grove City,,14.95m,,Tomcat Invitational,15-Apr-23,,Shot Put,AARTFC,Men,35
13,"Cotton, Alex",FR-1,PSU-Behrend,,14.92m,,Behrend Track and Field Invite 2023,16-Apr-23,,Shot Put,AARTFC,Men,35
14,"King, Tim",SR-4,Moravian,,14.81m,,Lehigh Games 2023,7-Apr-23,,Shot Put,AARTFC,Men,35
15,"Brunache, Isaiah",FR-1,Cortland St.,,14.76m,,Cortland Red Dragon Open,8-Apr-23,,Shot Put,AARTFC,Men,35
16,"Agyei-Sam, George",SO-2,TCNJ,,14.66m,,2023 TCNJ Invitational,8-Apr-23,,Shot Put,AARTFC,Men,35
16,"Marincic, Jason",JR-3,Brockport St.,,14.66m,,Geneseo Early Season Invitational,2-Apr-23,,Shot Put,AARTFC,Men,35
18,"Coddington, John",SO-2,Sage,,14.65m,,RPI Under the Lights Invite 2023,14-Apr-23,,Shot Put,AARTFC,Men,35
19,"Mackiewicz, Zachary",JR-3,TCNJ,,14.63m,,Ramapo College Track & Field Invitational,31-Mar-23,,Shot Put,AARTFC,Men,35
19,"Battle, Isaiah",JR-3,Ursinus,,14.63m,,2023 Messiah Multi/Invitational,13-Apr-23,,Shot Put,AARTFC,Men,35
21,"Sharp, Harrison",JR-3,York (Pa.),,14.48m,,2023 Danny Curran Invitational,30-Mar-23,,Shot Put,AARTFC,Men,35
22,"Alligood, Samuel",FR-1,Carnegie Mellon,,14.42m,,2023 Carnegie Mellon Last Chance Meet,13-Apr-23,,Shot Put,AARTFC,Men,35
22,"Wood, Tom",SO-2,Ursinus,,14.42m,,WCU Golden Ram Invitational,8-Apr-23,,Shot Put,AARTFC,Men,35
24,"Waters, David",SO-2,Widener,,14.22m,,2023 Danny Curran Invitational,30-Mar-23,,Shot Put,AARTFC,Men,35
25,"Jaworski, Zachary",SO-2,St. Lawrence,,14.20m,,Bison Outdoor Classic,14-Apr-23,,Shot Put,AARTFC,Men,35
25,"Christie, Tanner",FR-1,Ramapo,,14.20m,,Mets Outdoor Track & Field Championships,8-Apr-23,,Shot Put,AARTFC,Men,35
1,"Fabrizio, Isabella",JR-3,Oneonta,,13.57m,,Bison Outdoor Classic,14-Apr-23,,Shot Put,AARTFC,Women,36
1,"Abraham, Shahyan",SR-4,Stockton,,13.57m,,Osprey Open and Multi,7-Apr-23,,Shot Put,AARTFC,Women,36
3,"Crockett, Sarah",JR-3,Brockport St.,,13.52m,,Bison Outdoor Classic,14-Apr-23,,Shot Put,AARTFC,Women,36
4,"Shiderly, Lexi",SO-2,Westminster (Pa.),,13.13m,,Tomcat Invitational,15-Apr-23,,Shot Put,AARTFC,Women,36
5,"Fahy, Jane",SR-4,Utica,,13.10m,,Hamilton College Mid-week Invitational,18-Apr-23,,Shot Put,AARTFC,Women,36
6,"Deal, Isabelle",JR-3,Ursinus,,12.78m,,2023 Messiah Multi/Invitational,13-Apr-23,,Shot Put,AARTFC,Women,36
7,"Carr, Christa",SR-4,Springfield,,12.77m,,Springfield College Classic,8-Apr-23,,Shot Put,AARTFC,Women,36
8,"Burek, Emelene",SO-2,Oneonta,,12.73m,,2023 Hamilton College Continental Invitational,1-Apr-23,,Shot Put,AARTFC,Women,36
9,"Karnish, Brenna",SR-4,Misericordia,,12.72m,,2023 Danny Curran Invitational,30-Mar-23,,Shot Put,AARTFC,Women,36
10,"Boyer, Maggie",JR-3,Susquehanna,,12.59m,,2023 Jim Taylor Invite,24-Mar-23,,Shot Put,AARTFC,Women,36
11,"Page, Rosalyn",SO-2,Marywood,,12.45m,,Misericordia Twilight 2023,4-Apr-23,,Shot Put,AARTFC,Women,36
12,"Monahan, Kathleen",SO-2,Carnegie Mellon,,12.44m,,Washington & Lee Carnival,17-Mar-23,,Shot Put,AARTFC,Women,36
12,"Rose, Cora",SO-2,Rochester,,12.44m,,RIT Invitational,8-Apr-23,,Shot Put,AARTFC,Women,36
14,"McCarthy, Kerri",SO-2,TCNJ,,12.38m,,2023 TCNJ Invitational,8-Apr-23,,Shot Put,AARTFC,Women,36
15,"King, Makenna",JR-3,St. John Fisher,,12.25m,,Brockport Multi & Invitational,14-Apr-23,,Shot Put,AARTFC,Women,36
16,"Dees, Trinity",FR-1,Brockport St.,,12.16m,,Brockport Multi & Invitational,14-Apr-23,,Shot Put,AARTFC,Women,36
17,"Conner, Zoe",SO-2,SUNY Geneseo,,12.08m,,Geneseo Early Season Invitational,2-Apr-23,,Shot Put,AARTFC,Women,36
18,"Bjelko, Kaitlyn",SR-4,Plattsburgh St.,,12.06m,,Penmen Relays,15-Apr-23,,Shot Put,AARTFC,Women,36
19,"Healy, Samantha",SR-4,Marymount (Va.),,12.05m,,Bison Outdoor Classic,14-Apr-23,,Shot Put,AARTFC,Women,36
20,"DiMarco, Emily",SO-2,RIT,,12.01m,,Geneseo Early Season Invitational,2-Apr-23,,Shot Put,AARTFC,Women,36
21,"Heichberger, Marinna",FR-1,RIT,,11.99m,,Bison Outdoor Classic,14-Apr-23,,Shot Put,AARTFC,Women,36
22,"Agbemble, Kyrah",FR-1,Stevenson,,11.94m,,Blue & Gold Goucher Classic,24-Mar-23,,Shot Put,AARTFC,Women,36
23,"Neff, Kelsey",JR-3,Johns Hopkins,,11.75m,,2023 Towson Spring Open,31-Mar-23,,Shot Put,AARTFC,Women,36
24,"Reilly, Jessica",JR-3,TCNJ,,11.71m,,2023 TCNJ Invitational,8-Apr-23,,Shot Put,AARTFC,Women,36
25,"Palmer, Madison",JR-3,Alfred,,11.63m,,Geneseo Early Season Invitational,2-Apr-23,,Shot Put,AARTFC,Women,36
1,"Dabrowski, Dan",SO-2,PSU-Behrend,,51.13m,,2023 Mount Union John Homon Open,6-Apr-23,,Discus,AARTFC,Men,37
2,"Perlino, Dylan",SR-4,Alfred State,,50.88m,,Geneseo Early Season Invitational,2-Apr-23,,Discus,AARTFC,Men,37
3,"Mott, Andrew",JR-3,York (Pa.),,49.08m,,2023 Danny Curran Invitational,30-Mar-23,,Discus,AARTFC,Men,37
4,"Funicelli, Matthew",SR-4,RIT,,48.89m,,RIT Invitational,8-Apr-23,,Discus,AARTFC,Men,37
5,"Williams, Nathan",JR-3,Stevenson,,48.67m,,2023 Danny Curran Invitational,30-Mar-23,,Discus,AARTFC,Men,37
6,"Mackiewicz, Zachary",JR-3,TCNJ,,47.46m,,27th Annual Monmouth University Track & Field Season Opener,24-Mar-23,,Discus,AARTFC,Men,37
7,"Miller, Bram",SR-4,Carnegie Mellon,,47.45m,,2023 Carnegie Mellon Last Chance Meet,13-Apr-23,,Discus,AARTFC,Men,37
8,"Griffith, John",JR-3,Montclair State,,47.02m,,Osprey Open and Multi,7-Apr-23,,Discus,AARTFC,Men,37
9,"Battle, Isaiah",JR-3,Ursinus,,45.96m,,WCU Golden Ram Invitational,8-Apr-23,,Discus,AARTFC,Men,37
10,"Sharp, Harrison",JR-3,York (Pa.),,45.78m,,Bison Outdoor Classic,14-Apr-23,,Discus,AARTFC,Men,37
11,"Bain, Ian",SO-2,Rowan,,45.40m,,Oscar Moore Invitational 2023,8-Apr-23,,Discus,AARTFC,Men,37
12,"Parenti, James",SR-4,Grove City,,44.71m,,Grove City College Mini Invita,5-Apr-23,,Discus,AARTFC,Men,37
13,"Kelly, Antwan",JR-3,Utica,,44.52m,,Utica Pioneer Spring Invite,7-Apr-23,,Discus,AARTFC,Men,37
14,"Walter, Elliott",FR-1,RIT,,44.40m,,RIT Invitational,8-Apr-23,,Discus,AARTFC,Men,37
15,"Brunache, Isaiah",FR-1,Cortland St.,,44.31m,,Cortland Upstate Alternative,15-Apr-23,,Discus,AARTFC,Men,37
16,"Hauk, Tyler",JR-3,Susquehanna,,44.15m,,2023 Jim Taylor Invite,24-Mar-23,,Discus,AARTFC,Men,37
17,"DeMagistris, Dylan",JR-3,Muhlenberg,,43.87m,,Muhlenberg Outdoor Invitational,1-Apr-23,,Discus,AARTFC,Men,37
18,"Ware, Jared",SO-2,Widener,,43.58m,,Ursinus College Outdoor Invitational,25-Mar-23,,Discus,AARTFC,Men,37
19,"Florian, Nathan",SR-4,Utica,,43.46m,,Utica Pioneer Spring Invite,7-Apr-23,,Discus,AARTFC,Men,37
20,"Ramos, Michael",FR-1,Ramapo,,43.31m,,Mets Outdoor Track & Field Championships,8-Apr-23,,Discus,AARTFC,Men,37
21,"Showstead, Justin",SR-4,Ithaca,,43.14m,,Muhlenberg Outdoor Invitational,1-Apr-23,,Discus,AARTFC,Men,37
22,"Lenhart, Ryan",SO-2,Grove City,,43.07m,,Dave Labor Invitational,31-Mar-23,,Discus,AARTFC,Men,37
23,"Alligood, Samuel",FR-1,Carnegie Mellon,,43.02m,,Carnegie Mellon Track & Field Invitational,24-Mar-23,,Discus,AARTFC,Men,37
24,"Cocca, Jamie",SR-4,Springfield,,43.00m,,AIC Yellowjacket Invitational,1-Apr-23,,Discus,AARTFC,Men,37
1,"Meckes, Isabelle",SR-4,DeSales,,44.81m,,Dr. Jack M. Toms Alumni Invitational,24-Mar-23,,Discus,AARTFC,Women,38
2,"King, Makenna",JR-3,St. John Fisher,,42.62m,,Utica Pioneer Spring Invite,7-Apr-23,,Discus,AARTFC,Women,38
3,"Pomatto, Michaela",FR-1,Stockton,,42.19m,,Larry Ellis Invitational 2023,14-Apr-23,,Discus,AARTFC,Women,38
4,"Rose, Cora",SO-2,Rochester,,40.38m,,RIT Invitational,8-Apr-23,,Discus,AARTFC,Women,38
5,"Uvieghara, Michelle",SO-2,NYU,,40.15m,,27th Annual Monmouth University Track & Field Season Opener,24-Mar-23,,Discus,AARTFC,Women,38
6,"Rambo, Shelby",FR-1,Westminster (Pa.),,39.92m,,Grove City College Mini Invita,5-Apr-23,,Discus,AARTFC,Women,38
7,"DiMarco, Emily",SO-2,RIT,,39.79m,,Bison Outdoor Classic,14-Apr-23,,Discus,AARTFC,Women,38
8,"Soto, Trinity",SR-4,Elizabethtown,,39.60m,,York College Twilight Meet,5-Apr-23,,Discus,AARTFC,Women,38
9,"Reeder, Gillian",SR-4,Rochester,,39.40m,,RIT Invitational,8-Apr-23,,Discus,AARTFC,Women,38
10,"Crockett, Sarah",JR-3,Brockport St.,,39.18m,,Brockport Multi & Invitational,14-Apr-23,,Discus,AARTFC,Women,38
11,"Spence, Makenze",JR-3,Lebanon Valley,,38.84m,,York College Twilight Meet,5-Apr-23,,Discus,AARTFC,Women,38
12,"Muliawan, Ashley",SO-2,Stevens,,38.54m,,Middlesex College Invitational,15-Apr-23,,Discus,AARTFC,Women,38
13,"Klimow, Skyler",FR-1,SUNY Geneseo,,38.42m,,RIT Invitational,8-Apr-23,,Discus,AARTFC,Women,38
14,"Karnish, Brenna",SR-4,Misericordia,,38.33m,,2023 Danny Curran Invitational,30-Mar-23,,Discus,AARTFC,Women,38
15,"Renno, DaniRae",SO-2,Elizabethtown,,38.21m,,Bison Outdoor Classic,14-Apr-23,,Discus,AARTFC,Women,38
1,"Kristeller, Alex",SO-2,Widener,,64.19m,,Larry Ellis Invitational 2023,14-Apr-23,,Hammer,AARTFC,Men,39
2,"Williams, Nathan",JR-3,Stevenson,,59.89m,,2023 Messiah Multi/Invitational,13-Apr-23,,Hammer,AARTFC,Men,39
3,"Littlefield, Alden",SR-4,Widener,,58.91m,,2023 Danny Curran Invitational,30-Mar-23,,Hammer,AARTFC,Men,39
4,"Adams, Justin",JR-3,Widener,,56.27m,,Larry Ellis Invitational 2023,14-Apr-23,,Hammer,AARTFC,Men,39
5,"Battle, Isaiah",JR-3,Ursinus,,55.67m,,2023 Messiah Multi/Invitational,13-Apr-23,,Hammer,AARTFC,Men,39
6,"Jackson, Matthew",JR-3,Brockport St.,,55.54m,,Brockport Multi & Invitational,14-Apr-23,,Hammer,AARTFC,Men,39
7,"Funicelli, Matthew",SR-4,RIT,,55.29m,,Geneseo Early Season Invitational,2-Apr-23,,Hammer,AARTFC,Men,39
8,"Breidenbach, Cody",SO-2,Carnegie Mellon,,54.03m,,2023 Carnegie Mellon Last Chance Meet,13-Apr-23,,Hammer,AARTFC,Men,39
9,"Moliterni, Miles",SR-4,Oneonta,,53.16m,,Bison Outdoor Classic,14-Apr-23,,Hammer,AARTFC,Men,39
10,"Perlino, Dylan",SR-4,Alfred State,,53.00m,,2023 Susquehanna Easter Invite,8-Apr-23,,Hammer,AARTFC,Men,39
11,"Makowski, Mitchell",SR-4,Cortland St.,,52.56m,,Cortland Red Dragon Open,8-Apr-23,,Hammer,AARTFC,Men,39
12,"Ragland, Nolan",JR-3,Rochester,,51.50m,,Geneseo Early Season Invitational,2-Apr-23,,Hammer,AARTFC,Men,39
13,"Showstead, Justin",SR-4,Ithaca,,51.42m,,Cortland Upstate Alternative,15-Apr-23,,Hammer,AARTFC,Men,39
14,"Kelly, Antwan",JR-3,Utica,,51.12m,,Jerry Gravel Classic,15-Apr-23,,Hammer,AARTFC,Men,39
15,"Johnson, Jordan",SO-2,Rochester,,50.89m,,Brockport Multi & Invitational,14-Apr-23,,Hammer,AARTFC,Men,39
16,"Holzapfel, Tim",JR-3,Ursinus,,50.80m,,Ursinus College Outdoor Invitational,25-Mar-23,,Hammer,AARTFC,Men,39
17,"Howell, Conrad",JR-3,Widener,,50.35m,,2023 Danny Curran Invitational,30-Mar-23,,Hammer,AARTFC,Men,39
18,"Griffith, John",JR-3,Montclair State,,50.31m,,Osprey Open and Multi,7-Apr-23,,Hammer,AARTFC,Men,39
19,"Coddington, John",SO-2,Sage,,49.49m,,Utica Pioneer Spring Invite,7-Apr-23,,Hammer,AARTFC,Men,39
20,"Reynolds, Trey",JR-3,Lebanon Valley,,49.14m,,York College Twilight Meet,5-Apr-23,,Hammer,AARTFC,Men,39
21,"King, Tim",SR-4,Moravian,,48.91m,,Lehigh Games 2023,7-Apr-23,,Hammer,AARTFC,Men,39
22,"Cocca, Jamie",SR-4,Springfield,,48.81m,,AIC Yellowjacket Invitational,1-Apr-23,,Hammer,AARTFC,Men,39
23,"DeMagistris, Dylan",JR-3,Muhlenberg,,48.66m,,Muhlenberg Outdoor Invitational,1-Apr-23,,Hammer,AARTFC,Men,39
24,"Hughes, Aidan",SR-4,RIT,,48.36m,,RIT Invitational,8-Apr-23,,Hammer,AARTFC,Men,39
25,"Bain, Ian",SO-2,Rowan,,48.32m,,2023 Danny Curran Invitational,30-Mar-23,,Hammer,AARTFC,Men,39
26,"Muscolo, Matt",SO-2,Brockport St.,,48.14m,,Geneseo Early Season Invitational,2-Apr-23,,Hammer,AARTFC,Men,39
1,"Galvin, Emily",SR-4,Rowan,,56.17m,,Larry Ellis Invitational 2023,14-Apr-23,,Hammer,AARTFC,Women,40
2,"Karnish, Brenna",SR-4,Misericordia,,54.07m,,2023 Danny Curran Invitational,30-Mar-23,,Hammer,AARTFC,Women,40
3,"Healy, Samantha",SR-4,Marymount (Va.),,49.54m,,Bison Outdoor Classic,14-Apr-23,,Hammer,AARTFC,Women,40
4,"Parr, Sarah",SR-4,Cortland St.,,49.02m,,Cortland Upstate Alternative,15-Apr-23,,Hammer,AARTFC,Women,40
5,"Conner, Zoe",SO-2,SUNY Geneseo,,48.29m,,Brockport Multi & Invitational,14-Apr-23,,Hammer,AARTFC,Women,40
6,"Owodunni, Ola",SR-4,Carnegie Mellon,,47.97m,,2023 Carnegie Mellon Last Chance Meet,13-Apr-23,,Hammer,AARTFC,Women,40
7,"Abraham, Shahyan",SR-4,Stockton,,47.28m,,Osprey Open and Multi,7-Apr-23,,Hammer,AARTFC,Women,40
8,"Richard, Lea",JR-3,Nazareth,,47.23m,,Brockport Multi & Invitational,14-Apr-23,,Hammer,AARTFC,Women,40
9,"Laccetti, AnaMaria",SR-4,Stevens,,46.73m,,Vassar April Invitational 2023,7-Apr-23,,Hammer,AARTFC,Women,40
10,"Warren, Sophie",JR-3,Springfield,,46.63m,,SILFEN INVITATIONAL 2023,14-Apr-23,,Hammer,AARTFC,Women,40
11,"Rodriguez, Isabel",FR-1,Widener,,46.43m,,WCU Bill Butler Invitational,15-Apr-23,,Hammer,AARTFC,Women,40
12,"Porter, Lainey",SO-2,Brockport St.,,46.39m,,RIT Invitational,8-Apr-23,,Hammer,AARTFC,Women,40
13,"Crockett, Sarah",JR-3,Brockport St.,,46.37m,,Bison Outdoor Classic,14-Apr-23,,Hammer,AARTFC,Women,40
14,"Boyer, Maggie",JR-3,Susquehanna,,46.06m,,2023 Susquehanna Easter Invite,8-Apr-23,,Hammer,AARTFC,Women,40
15,"Fabrizio, Isabella",JR-3,Oneonta,,45.97m,,Cortland Red Dragon Open,8-Apr-23,,Hammer,AARTFC,Women,40
16,"Bartels, Ashley",JR-3,Lebanon Valley,,45.89m,,Outdoor LVC Mini Meet,25-Mar-23,,Hammer,AARTFC,Women,40
17,"Kinnicutt, Emma",JR-3,Brockport St.,,45.73m,,Bison Outdoor Classic,14-Apr-23,,Hammer,AARTFC,Women,40
18,"Reilly, Jessica",JR-3,TCNJ,,45.53m,,WCU Bill Butler Invitational,15-Apr-23,,Hammer,AARTFC,Women,40
19,"Seyfert, Lily",FR-1,Ithaca,,45.28m,,Cortland Upstate Alternative,15-Apr-23,,Hammer,AARTFC,Women,40
20,"Jackson, Hannah",JR-3,Oneonta,,45.23m,,Cortland Red Dragon Open,8-Apr-23,,Hammer,AARTFC,Women,40
21,"Groleau, Christina",JR-3,Oneonta,,44.39m,,Cortland Red Dragon Open,8-Apr-23,,Hammer,AARTFC,Women,40
22,"Reeder, Gillian",SR-4,Rochester,,44.37m,,Brockport Multi & Invitational,14-Apr-23,,Hammer,AARTFC,Women,40
1,"Poloso, Greg",JR-3,Rowan,,69.23m,,Larry Ellis Invitational 2023,14-Apr-23,,Javelin,AARTFC,Men,41
2,"Rosa, Edgar",SR-4,Rowan,,64.98m,,Oscar Moore Invitational 2023,8-Apr-23,,Javelin,AARTFC,Men,41
3,"House, Noel",JR-3,Muhlenberg,,64.12m,,Muhlenberg Outdoor Invitational,1-Apr-23,,Javelin,AARTFC,Men,41
4,"Swavely, Justin",SO-2,Utica,,58.92m,,Utica Pioneer Spring Invite,7-Apr-23,,Javelin,AARTFC,Men,41
5,"Armstrong, Kevin",FR-1,Rowan,,57.26m,,Washington & Lee Carnival,17-Mar-23,,Javelin,AARTFC,Men,41
6,"Lebron, Julio",JR-3,Rowan,,56.95m,,Washington & Lee Carnival,17-Mar-23,,Javelin,AARTFC,Men,41
7,"Kardos, Zach",SR-4,Elizabethtown,,56.27m,,Bison Outdoor Classic,14-Apr-23,,Javelin,AARTFC,Men,41
8,"Dunlap, Gabe",JR-3,Grove City,,55.36m,,Dave Labor Invitational,31-Mar-23,,Javelin,AARTFC,Men,41
9,"Mohr, Jason",SO-2,RIT,,55.03m,,RIT Invitational,8-Apr-23,,Javelin,AARTFC,Men,41
10,"Showstead, Justin",SR-4,Ithaca,,54.78m,,Muhlenberg Outdoor Invitational,1-Apr-23,,Javelin,AARTFC,Men,41
11,"Patmore, Brett",SR-4,SUNY Geneseo,,54.37m,,RIT Invitational,8-Apr-23,,Javelin,AARTFC,Men,41
12,"Bogues, Alexander",SO-2,TCNJ,,54.26m,,27th Annual Monmouth University Track & Field Season Opener,24-Mar-23,,Javelin,AARTFC,Men,41
13,"Criscio, Daniel",JR-3,Springfield,,54.22m,,Springfield College Classic,8-Apr-23,,Javelin,AARTFC,Men,41
14,"Paul, Ian",SO-2,Lebanon Valley,,53.87m,,2023 Messiah Multi/Invitational,13-Apr-23,,Javelin,AARTFC,Men,41
15,"Laslavic, Matt",SO-2,PSU-Behrend,,53.36m,,Behrend Track and Field Invite 2023,16-Apr-23,,Javelin,AARTFC,Men,41
16,"DeFalcis, Michael",SO-2,Lebanon Valley,,52.98m,,York College Twilight Meet,5-Apr-23,,Javelin,AARTFC,Men,41
17,"Tanz, Eric",JR-3,Ursinus,,52.89m,,Muhlenberg Outdoor Invitational,1-Apr-23,,Javelin,AARTFC,Men,41
18,"Brown, Travis",JR-3,Springfield,,52.79m,,SILFEN INVITATIONAL 2023,14-Apr-23,,Javelin,AARTFC,Men,41
19,"Potrebic, Casey",SO-2,Carnegie Mellon,,51.97m,,Carnegie Mellon Track & Field Invitational,24-Mar-23,,Javelin,AARTFC,Men,41
